dataset,sample,curated_smiles,inchi_keys,structure_group,copy_class,copy_ID
AChE,1984,N=c1c2c([nH]c3cc(F)ccc13)-c1ccccc1C2,ZUCMSNAIYTWNMO-UHFFFAOYSA-N,0,0,CHEMBL304447
AChE,1985,c1cnc(-c2cc3c(cn2)[nH]c2ncc(-c4ccc(CN5CCCCC5)cc4)cc23)cn1,GXRLPTHGYBPIDP-UHFFFAOYSA-N,0,0,CHEMBL3582230
AChE,1986,CN(C)CCOC(=O)C=Cc1ccc2oc(C(=O)Nc3ccc(Cl)cc3)cc(=O)c2c1,XUJCBCJNHZXJCY-UHFFFAOYSA-N,0,0,CHEMBL4282037
AChE,1987,COc1ccc2cc3[n+](cc2c1OCc1ccc(Cl)c(Cl)c1)CCc1cc2c(cc1-3)OCO2,OUWGJNPXNMQMMF-UHFFFAOYSA-N,0,0,CHEMBL4747158
AChE,1988,C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,INVGWHRKADIJHF-UHFFFAOYSA-N,0,0,CHEMBL417799
AChE,1989,COc1cc2occ(-c3ccc(CN(C)Cc4ccccc4)cc3)c(=O)c2cc1OC,IBPYXVKCOYANPH-UHFFFAOYSA-N,0,0,CHEMBL244838
AChE,1990,COc1ccc(-c2[nH]c(=NC(=O)C3CCN(Cc4ccc(F)cc4C(F)(F)F)CC3)sc2-c2ccc(OC)cc2)cc1,CIHYPWXDKRZDGE-UHFFFAOYSA-N,0,0,CHEMBL4549599
AChE,1991,Oc1ccccc1-c1nnc(N2CCN(c3ccccn3)CC2)o1,HCUYMFWFASKLTP-UHFFFAOYSA-N,0,0,CHEMBL4782180
AChE,1992,COc1cccc2cc[n+](-c3ccc(I)cc3F)cc12,UTSRJYYICXKRBK-UHFFFAOYSA-N,0,0,CHEMBL4791061
AChE,1993,COc1cc(-c2nnc(N=c3nccc[nH]3)o2)cc(OC)c1OC,LRPPEZVKFXBNIC-UHFFFAOYSA-N,0,0,CHEMBL4784480
AChE,1994,Fc1ccc(CN2CCC(CN=c3[nH]c(-c4ccc(Cl)cc4)c(-c4ccc(Cl)cc4)s3)CC2)c(C(F)(F)F)c1,ZMMDRCZWLLXKFJ-UHFFFAOYSA-N,0,0,CHEMBL4533530
AChE,1995,Clc1ccc(C=NC2CCN(Cc3ccccc3)C2)cc1,WTWYZVLQGXCINR-UHFFFAOYSA-N,0,0,CHEMBL4785769
AChE,1996,CCN(CCCCCCNC(=O)COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1)Cc1ccccc1OC,AVWUGHMJDIEZKS-UHFFFAOYSA-N,0,0,CHEMBL4068935
AChE,1997,CCc1c(C(=O)NCCCCCCCN=c2c3c([nH]c4ccccc24)CCCC3)nc(-c2ccccc2Cl)n1-c1ccc(Cl)cc1,IBNHPFJFQUFNTI-UHFFFAOYSA-N,0,0,CHEMBL567532
AChE,1998,N=c1c2ccc(Cl)cc2nc2n1CCCCC2,YQSFVLAYSTUSTE-UHFFFAOYSA-N,0,0,CHEMBL166194
AChE,1999,O=C(CCCc1c[nH]c2ccccc12)NCCC1CCN(Cc2ccccc2)CC1,KMGYPQZJZPNGND-UHFFFAOYSA-N,0,0,CHEMBL4294109
AChE,2000,Cc1ccc(-c2[nH]c(=NC3CCN(Cc4ccccc4)CC3)sc2-c2ccc(C)cc2)cc1,UFCCFJLCKHGETC-UHFFFAOYSA-N,0,0,CHEMBL4519072
AChE,2001,Cc1ccc(-c2[nH]c(=NC(=O)C3CCN(Cc4ccc(C#N)cc4)CC3)sc2-c2ccc(C)cc2)cc1,FQGHHVRMNYDPNO-UHFFFAOYSA-N,0,0,CHEMBL4535748
AChE,2002,COc1ccccc1CNCCCCCCN1CCC(CCC2CCN(CCCCCCNCc3ccccc3OC)CC2)CC1,JCBGAEQLPPOPDK-UHFFFAOYSA-N,0,0,CHEMBL242345
AChE,2003,COc1ccc2[nH]cc(CCNC(=O)CN(CCCCCCCN=c3c4c([nH]c5ccc(OC)cc35)CCCC4)C(=O)C=Cc3ccc(O)c(OC)c3)c2c1,BCHYGDBEGKZQHD-UHFFFAOYSA-N,0,0,CHEMBL4784757
AChE,2004,COc1cccc2c1C=[N+](c1ccc(Br)cc1F)CC2,QFBOTQGPSMUXRX-UHFFFAOYSA-N,0,0,CHEMBL3979102
AChE,2005,COc1cccc2c1C=[N+](c1c(F)cccc1F)CC2,QPPZDHPOFPAJHH-UHFFFAOYSA-N,0,0,CHEMBL3981622
AChE,2006,CN(C)Cc1ccc(CSCCCCCCCCCCSCc2ccc(CN(C)C)o2)o1,SXUSJKARTRGOFL-UHFFFAOYSA-N,0,0,CHEMBL12547
AChE,2007,CN(C)Cc1ccc(CSCCNc2cc(NCc3ccccn3)c([N+](=O)[O-])cc2[N+](=O)[O-])o1,IBNAPGSCYPCZRO-UHFFFAOYSA-N,0,0,CHEMBL106344
AChE,2008,Cc1cc(C)c(NC(=O)Oc2ccc3c(c2)C2(C)CCN(C)C2N3C)c(C)c1,HBELXDSVRMNXTN-UHFFFAOYSA-N,0,0,CHEMBL130363
AChE,2009,COc1ccc(C(=O)CCc2ccc([N+](C)(C)Cc3ccccc3)cc2)cc1OC,HBGHZHNBJXQJGB-UHFFFAOYSA-N,0,0,CHEMBL300170
AChE,2010,O=c1oc2cc(OCCN3CCN(Cc4ccccc4)CC3)ccc2c2c1CCCC2,OHDDRPINWQDGEH-UHFFFAOYSA-N,0,0,CHEMBL3335029
AChE,2011,COc1ccc2[nH]cc(CCNC(=O)c3cc[n+](Cc4ccc(OC(=O)N(C)C)cc4)cc3)c2c1,TWXCFTFNVPGKKH-UHFFFAOYSA-O,0,0,CHEMBL3628065
AChE,2012,CCCCCCCCC1OCc2c[n+](C)c(C)c(OC(=O)N(C)C)c2CO1,MUOAMAUOYSSLJG-UHFFFAOYSA-N,0,0,CHEMBL3827011
AChE,2013,Oc1cc(O)cc(CCc2ccc(N=c3c4c([nH]c5cc(Cl)ccc35)CCCC4)cc2)c1,MDXJIXIXYVKOEN-UHFFFAOYSA-N,0,0,CHEMBL4066309
AChE,2014,Cc1c(C)c2ccc(OCC3CCN(Cc4cccc(CO[N+](=O)[O-])c4)CC3)cc2oc1=O,NBANFZDFABUAHK-UHFFFAOYSA-N,0,0,CHEMBL4459482
AChE,2015,COc1ccc2[nH]c3c(c(=NCCCNC(=O)C(N)Cc4c[nH]c5ccccc45)c2c1)CCCC3,FRUHEQBKJAVKNR-UHFFFAOYSA-N,0,0,CHEMBL4556372
AChE,2016,NC(Cc1c[nH]c2ccccc12)C(=O)NCCCCN=c1c2c([nH]c3ccccc13)CCCC2,JKAMSUWXIOJFTB-UHFFFAOYSA-N,0,0,CHEMBL4459416
AChE,2017,COc1ccc2[nH]c3c(c(=NCCCCCCCCNC(=O)C(N)Cc4c[nH]c5ccccc45)c2c1)CCCC3,BMKLRTWRKHBPOD-UHFFFAOYSA-N,0,0,CHEMBL4582203
AChE,2018,Clc1ccc(C=NC2CCN(Cc3ccccc3)CC2)c(Cl)c1,KKXQSDTWYAMGIF-UHFFFAOYSA-N,0,0,CHEMBL4568264
AChE,2019,Fc1ccc(C=NC2CCN(Cc3ccccc3)CC2)c(F)c1,ANHVBBGBJUVDKT-UHFFFAOYSA-N,0,0,CHEMBL4568615
AChE,2020,COc1ccc2cc3[n+](cc2c1OCc1ccc(C(F)(F)F)cc1)CCc1cc2c(cc1-3)OCO2,IRUIAPYBTRKITC-UHFFFAOYSA-N,0,0,CHEMBL4752175
AChE,2021,CCN(CCCCOc1ccc(C=CC(=O)c2c(O)cc(OCCCCN(CC)Cc3ccccc3OC)cc2O)cc1)Cc1ccccc1OC,XPYFRMBBCHEZMZ-UHFFFAOYSA-N,0,0,CHEMBL4782477
AChE,2022,CN=c1c2c([nH]c3ccccc13)-c1ccccc1C2,XDJMSAGMRHXWGV-UHFFFAOYSA-N,0,0,9079
AChE,2023,COc1ccc(CN=c2c3c([nH]c4ccc(Cl)cc24)CCCC3)cc1OC,DYENNDKZFFHDMD-UHFFFAOYSA-N,0,0,199195
AChE,2024,CN(CCCCCCCN1C(=O)c2ccccc2C1=O)Cc1cccc(Cl)c1,YQJUFTLWDZPSER-UHFFFAOYSA-N,0,0,CHEMBL3402719
AChE,2025,Brc1ccc(C=NC2CCN(Cc3ccccc3)C2)cc1,UFQXXDQICIOZAL-UHFFFAOYSA-N,0,0,CHEMBL4794000
AChE,2026,CCN(CC)CCCOc1ccc2c(c1)C(=O)C(=Cc1ccc(CN(C)Cc3ccccc3)cc1)C2,GQLKHPYCDIKTKU-UHFFFAOYSA-N,0,0,CHEMBL599254
AChE,2027,Cn1ncc2c1-c1sccc1C2NC(=O)CN1CCN(Cc2ccccc2F)CC1,MTNXXZOBDDKCSJ-UHFFFAOYSA-N,0,0,CHEMBL3133430
AChE,2028,COc1cc2c(cc1OC)C(=O)C(=Cc1ccc(CN3CCCC3)c(O)c1)O2,JMSMSQFGNNCXFC-UHFFFAOYSA-N,0,0,CHEMBL4094805
AChE,2029,COc1cc(NCc2ccc(Oc3c(N)cccc3Cl)cc2)cc(OC)c1OC,MBXWWOQMVCKTJD-UHFFFAOYSA-N,0,0,CHEMBL4444497
AChE,2030,O=C(NN=Cc1ccc(C(F)(F)F)cc1)N1CCN(c2ccccn2)CC1,AXEQAWVHVFYXJD-UHFFFAOYSA-N,0,0,CHEMBL4748077
AChE,2031,NC(=O)c1sc(-c2cc[nH]c(=NC(=O)C3CC3)c2)nc1OCCCC1CCN(Cc2ccccc2F)CC1,YFLQQJOCKLGZJZ-UHFFFAOYSA-N,0,0,CHEMBL4748993
AChE,2032,CCN1CCC2(C)c3cc(OC(=O)NC(C)c4ccccc4)ccc3CC12,VONJUQXHNPNBDU-UHFFFAOYSA-N,0,0,CHEMBL33173
AChE,2033,CC(C)(C)c1cc(C=CC(=O)NCCC2CCN(Cc3cccc(F)c3)CC2)cc(C(C)(C)C)c1O,CTWWCIRKFWZLQA-UHFFFAOYSA-N,0,0,CHEMBL4295126
AChE,2034,COc1ccc(-c2[nH]c(=NC(=O)C3CCN(Cc4ccccc4C)CC3)sc2-c2ccc(OC)cc2)cc1,CCXYJRSEOJUDQL-UHFFFAOYSA-N,0,0,CHEMBL4593583
AChE,2035,Oc1ccc(-c2nnc(N3CCN(c4ccccn4)CC3)o2)c(O)c1,UXAIEWGYPKPAOR-UHFFFAOYSA-N,0,0,CHEMBL4761564
AChE,2036,Cc1cc2c(cc1CN1CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC1)OCO2,VSCFNMVKECXBMF-UHFFFAOYSA-N,0,0,CHEMBL212162
AChE,2037,CCN(CCCCOc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1)Cc1ccccc1,LBEVTNNIHCJLJV-UHFFFAOYSA-N,0,0,CHEMBL3577509
AChE,2038,COc1ccc2[nH]c3c(c(=NCCN=C4C(=O)c5ccccc5C(=O)C4Cl)c2c1)CCCC3,VBMINCWSMPTSEM-UHFFFAOYSA-N,0,0,CHEMBL3356540
AChE,2039,O=c1oc2cc(OCCNC3CCN(Cc4ccccc4)CC3)ccc2c2c1CCCC2,QZRBOLHGJBENEV-UHFFFAOYSA-N,0,0,CHEMBL3763535
AChE,2040,CCN(CCCCCCNC(=O)COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)cc3o2)cc1)Cc1ccccc1OC,XPJGDAJASRRBFQ-UHFFFAOYSA-N,0,0,CHEMBL4092562
AChE,2041,CC(C)(C)c1cc(C(=O)CNCCC2CCN(Cc3ccccc3)CC2)cc(C(C)(C)C)c1O,SRMMNLDVKTUNCR-UHFFFAOYSA-N,0,0,CHEMBL4279488
AChE,2042,O=C(N=c1[nH]c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)s1)C1CCN(Cc2ccc(OC(F)(F)F)cc2)CC1,GLSFHIYDEXRABI-UHFFFAOYSA-N,0,0,CHEMBL4548499
AChE,2043,Clc1ccc(-c2[nH]c(=NC3CCN(Cc4ccccc4)CC3)sc2-c2ccc(Cl)cc2)cc1,SWXGPRWGTHKINF-UHFFFAOYSA-N,0,0,CHEMBL4575730
AChE,2044,Clc1ccc2[nH]c(-c3ccc(OCCN4CCCC4)cc3)nc2c1,BBTOCHYFQHOWFS-UHFFFAOYSA-N,0,0,CHEMBL2413742
AChE,2045,CN1CCN(c2ccc(C=Cc3ccc4ccccc4[n+]3C)cc2)CC1,VPFTUQWUYNNLFE-UHFFFAOYSA-N,0,0,CHEMBL4070093
AChE,2046,Cc1c(C)c2ccc(OCC3CCN(Cc4cccc(CO)c4)CC3)cc2oc1=O,AKHUHXLIAAFKEN-UHFFFAOYSA-N,0,0,CHEMBL4450045
AChE,2047,COc1ccc(C(=O)c2ccc(CN(CCO)Cc3ccccc3)cc2)cc1OC,RZOHJSQDLPUILR-UHFFFAOYSA-N,0,0,CHEMBL511468
AChE,2048,O=C(Cc1c[nH]c2ccc(Br)cc12)NCCC1CCN(Cc2ccccc2)CC1,ZYRSYRWGMJCJBA-UHFFFAOYSA-N,0,0,CHEMBL4285818
AChE,2049,CN(C)CCOc1cccc(C=C2COc3ccccc3C2=O)c1,NZTDLGONIXHANG-UHFFFAOYSA-N,0,0,CHEMBL4281894
AChE,2050,COc1ccccc1CN1CCCCCCCCN(Cc2ccccc2OC)C(=O)CCCCCNCc2ccc(cc2)CNCCCCCC1=O,FEKLICVONCXYRV-UHFFFAOYSA-N,0,0,CHEMBL324975
AChE,2051,Cn1cc(CC(=O)NCCC2CCN(Cc3ccccc3)CC2)c2ccccc21,YMWXRPAGHCBLJY-UHFFFAOYSA-N,0,0,CHEMBL4293015
AChE,2052,COc1cccc2cc[n+](-c3ccccc3)cc12,MQEUFDHPRHUBBR-UHFFFAOYSA-N,0,0,CHEMBL4789164
AChE,2053,COc1cc2[se]n(-c3ccc(CN4CCCCC4)cc3)c(=O)c2cc1OC,NBEXJUQNTLSDAH-UHFFFAOYSA-N,0,0,CHEMBL3115021
AChE,2054,COc1ccc2cc3[n+](cc2c1OCc1cccc([N+](=O)[O-])c1)CCc1cc2c(cc1-3)OCO2,QEACKGYEVKFPKO-UHFFFAOYSA-N,0,0,CHEMBL4759227
AChE,2055,COc1cc2oc(C(=O)NCC3CCN(Cc4ccccc4)CC3)cc(=O)c2cc1OC,HLYHYHXLXCHNNE-UHFFFAOYSA-N,0,0,CHEMBL4295144
AChE,2056,O=[N+]([O-])c1cccc(-n2cc(COc3ccc(C=NN=c4c5c([nH]c6ccccc46)CCCC5)cc3)nn2)c1,VNUMIBCAIFARQP-UHFFFAOYSA-N,0,0,CHEMBL4447258
AChE,2057,Oc1ccc(C=Nc2c3c(nc4ccccc24)CCCC3)cc1,LPFRQQSAVVOOFW-UHFFFAOYSA-N,0,0,CHEMBL4439554
AChE,2058,CN(C)C(=O)Oc1ccc2c(c1)C(N)CCC2,KNFAZGBZIYULFY-UHFFFAOYSA-N,0,0,CHEMBL422860
AChE,2059,CCCNC(=O)Oc1ccc2c(c1)C(N)CC2,IRBMYPWDNDKKOG-UHFFFAOYSA-N,0,0,CHEMBL543220
AChE,2060,CN(C)Cc1ccc(CSCc2cccc(CSCc3ccc(CN(C)C)o3)c2)o1,BTXJVBGYXBCASF-UHFFFAOYSA-N,0,0,CHEMBL12473
AChE,2061,Clc1cccc2c1N=C1CCCCCN1C2,IPSRZRXARJYFKS-UHFFFAOYSA-N,0,0,CHEMBL349977
AChE,2062,CNC(=O)Oc1ccc2c(c1)C1(C)CCN(Cc3ccccc3)C1N2C,GVJXSDRIRBRKBI-UHFFFAOYSA-N,73,0,CHEMBL74257
AChE,2063,CN(Cc1ccccc1)Cc1ccc(COc2ccc3ccc(=O)[nH]c3c2)cc1,NEDWFNNKVTXYON-UHFFFAOYSA-N,0,0,CHEMBL3586614
AChE,2064,O=C1C(=CC2CCN(Cc3ccccc3)CC2)Cc2ccc(O)cc21,BXAOZDHJHXGRFU-UHFFFAOYSA-N,0,0,CHEMBL3818230
AChE,2065,C#CCN(CCCC1CCN(Cc2ccccc2)CC1)Cc1ccc2cccc(O)c2n1,KBSUDEJPIPDJQN-UHFFFAOYSA-N,0,0,CHEMBL3961103
AChE,2066,CCN(CC)c1ccc(C=Cc2ccc3ccccc3[n+]2C)c(O)c1,YXPJLJSKNPNGNF-UHFFFAOYSA-O,0,0,CHEMBL4061433
AChE,2067,COc1ccc2[nH]c3[nH]c4c(c(=N)c3c2c1)CCCC4,YKEPKFWKYHJUNN-UHFFFAOYSA-N,0,0,CHEMBL4442213
AChE,2068,Clc1ccc(C=NC2CCN(Cc3ccccc3)CC2)cc1,ZCUFEVHIUABIOG-UHFFFAOYSA-N,0,0,CHEMBL4526950
AChE,2069,NC(=O)c1sc(-c2cc[nH]c(=NC(=O)C3CC3)c2)nc1OCC1CCN(Cc2ccccc2)CC1,WCUGNCQJDCCMLE-UHFFFAOYSA-N,0,0,CHEMBL4753478
AChE,2070,COc1ccc2cc3[n+](cc2c1OCc1ccc2ccccc2c1)CCc1cc2c(cc1-3)OCO2,VCOKOIFTYIMJJA-UHFFFAOYSA-N,0,0,CHEMBL4747577
AChE,2071,COc1cccc2c1C=[N+](c1ccccc1Br)CC2,WDTQXWNRGMJAOF-UHFFFAOYSA-N,0,0,CHEMBL3889812
AChE,2072,COc1cccc2c1C(=O)C(=CC1CCN(Cc3ccccc3)CC1)C2,PBMKYXADBLYWBA-UHFFFAOYSA-N,0,0,CHEMBL3818167
AChE,2073,COc1ccc(C2c3ccc4cccnc4c3Oc3[nH]c4c(c(=N)c32)CCCC4)cc1,UIYNBKZEXYKPIY-UHFFFAOYSA-N,0,0,CHEMBL4085738
AChE,2074,Oc1ccc(CNC2CCN(Cc3ccccc3)C2)c(O)c1,NCCVVESLAYPODT-UHFFFAOYSA-N,0,0,CHEMBL4756849
AChE,2075,CCN(CC)CCOc1ccc2c(c1)C(=O)C(=Cc1ccc(CN(C)Cc3ccccc3)cc1)C2,WXNORWJOEPIWAI-UHFFFAOYSA-N,0,0,CHEMBL599253
AChE,2076,COc1ccc(Cn2cc(C(=O)NCCCCCCCN=c3c4c([nH]c5ccc(OC)cc35)CCCC4)c(=O)c3ccccc32)cc1,SGRUENDUBYUMQG-UHFFFAOYSA-N,0,0,CHEMBL4217617
AChE,2077,COc1ccc2[nH]c3c(c(=NCCCNC(=O)C4(C)CCc5c(C)c(O)c(C)c(C)c5O4)c2c1)CCCC3,JMDGGQINMCLMOO-UHFFFAOYSA-N,0,0,CHEMBL3632847
AChE,2078,COc1cc2c(cc1O)C=C(CC1CCN(Cc3ccccc3)CC1)C2=O,HUUPNNLQMGURKG-UHFFFAOYSA-N,0,0,CHEMBL3819155
AChE,2079,COc1cc2c(cc1O)C(=O)C(=CC1CCN(Cc3ccccc3)CC1)C2,LQKGQMXOOLGDAM-UHFFFAOYSA-N,0,0,CHEMBL3818415
AChE,2080,Cc1ccccc1CN1CCC(CC(=O)NCCc2c[nH]c3ccccc23)CC1,LZDWBBQKRMLWKK-UHFFFAOYSA-N,0,0,CHEMBL3824239
AChE,2081,COc1ccc(-c2nnc(N=c3nccc[nH]3)o2)cc1,XYRNALHTDPFFOH-UHFFFAOYSA-N,0,0,CHEMBL4745154
AChE,2082,COc1ccc(C(=O)c2ccc(CN(C)Cc3ccccc3)cc2)cc1F,SZSKZDFELQPJIB-UHFFFAOYSA-N,0,0,CHEMBL474837
AChE,2083,CCN(Cc1ccccc1)Cc1cccc(-c2coc3cc(OC)c(OC)cc3c2=O)c1,UGVDWCWFPOMOMR-UHFFFAOYSA-N,0,0,CHEMBL388714
AChE,2084,O=C1c2ccccc2C(=O)N1CCCCCCNCc1ccc(F)cc1F,RAMACCWHONZEEF-UHFFFAOYSA-N,0,0,CHEMBL3415574
AChE,2085,CC1(C)CC(=O)C2C(=Nc3[nH]c4c(c(=N)c3C2c2ccc(F)cc2)CCCC4)C1,XPKDUOSYAVSWLD-UHFFFAOYSA-N,0,0,CHEMBL468000
AChE,2086,CCCCCCCCCN=c1c2c([nH]c3ccc(OC)cc13)CCCC2,CMKNYPAMAODIKM-UHFFFAOYSA-N,0,0,CHEMBL1257644
AChE,2087,COc1cc(C=Cc2ccc3ccccc3[n+]2C)cc(OC)c1OC,PKAYWNWAGJBXDY-UHFFFAOYSA-N,0,0,CHEMBL3425891
AChE,2088,COc1ccc2[nH]c3c(c(=NCCCCCCCCNC(=S)NC45CC6CC(CC(C6)C4)C5)c2c1)CCCC3,XKQZQFKGCCBLCH-UHFFFAOYSA-N,0,0,CHEMBL4566976
AChE,2089,N=c1c2c([nH]c3ccccc13)CCC(O)C2,PYCYYSWVRAEADT-UHFFFAOYSA-N,0,0,CHEMBL318026
AChE,2090,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(O)coc3c2)c1,KCNPJIVMVBHLOM-UHFFFAOYSA-N,74,0,CHEMBL189797
AChE,2091,CCN(CC)CCCOc1ccc2c(c1)CC(=Cc1ccc(CN(C)Cc3ccccc3)cc1)C2=O,XWFKKILSJAOZHO-UHFFFAOYSA-N,0,0,CHEMBL597001
AChE,2092,CCCCCCCNC(=O)Oc1ccc2c(c1)CN(C)C(c1ccc(F)cc1)N2C,OBQDVIVZFXUYBQ-UHFFFAOYSA-N,0,0,CHEMBL3787116
AChE,2093,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(O)coc3c2)c1,KCNPJIVMVBHLOM-UHFFFAOYSA-N,74,0,10708
AChE,2094,CC(C)(C)c1cc(C=CC(=O)NCCC2CCN(Cc3ccc(F)c(F)c3)CC2)cc(C(C)(C)C)c1O,PIAQBVLTUJMIOG-UHFFFAOYSA-N,0,0,CHEMBL4281066
AChE,2095,COc1cccc2c1C=[N+](c1ccccc1)CC2,QVMCAFUGXJPHCH-UHFFFAOYSA-N,0,0,CHEMBL3969818
AChE,2096,Cc1ccc(-c2nnc(N=c3nccc[nH]3)o2)cc1,MXQBNZYCTHSRBT-UHFFFAOYSA-N,0,0,CHEMBL4797938
AChE,2097,C#CCN(C)C(C)Cc1cccc(OC(=O)N(C)C)c1,ZXLPWFKSNFNNOW-UHFFFAOYSA-N,0,0,CHEMBL146873
AChE,2098,COc1cccc2c(=O)cc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)[nH]c12,FBFKJAVMNOHJDT-UHFFFAOYSA-N,0,0,CHEMBL4290401
AChE,2099,COc1ccc(C(=O)c2ccc(CN(C)Cc3cccc(C)c3)cc2)cc1OC,IVCCFUHRUFOLOP-UHFFFAOYSA-N,0,0,CHEMBL471581
AChE,2100,COc1cccc2c1Cc1c-2[nH]c2ccccc2c1=N,UOXICDLLJJDAID-UHFFFAOYSA-N,0,0,CHEMBL64615
AChE,2101,COc1ccc(C=CC(=O)NCCC2CCN(Cc3ccccc3)CC2)cc1O,ARNJIILWEVFCOO-UHFFFAOYSA-N,0,0,CHEMBL3818086
AChE,2102,COc1cccc2cc(C(=O)NCCCCCCN=c3c4c([nH]c5ccccc35)CCC4)oc12,HDTGPJNBSTWCLU-UHFFFAOYSA-N,0,0,CHEMBL3753508
AChE,2103,Cc1c(C)c2ccc(OCCNC3CCN(Cc4ccccc4)CC3)cc2oc1=O,IPJZSNUPIXZHAU-UHFFFAOYSA-N,0,0,CHEMBL3764609
AChE,2104,Clc1cccc2c1CN1CCCCCC1=N2,OMWVNMMKKOBHLD-UHFFFAOYSA-N,0,0,CHEMBL161880
AChE,2105,CCCCCC=CCC=CCCCCCCCC(=O)OCCCc1cc(OC)c2oc(-c3ccc4c(c3)OCO4)cc2c1,NHCDDUNWYVJRPS-UHFFFAOYSA-N,0,0,CHEMBL1834806
AChE,2106,COc1cccc(CN(C)CCCCOc2ccc3c4c(c(=O)oc3c2)CCCC4)c1,KEYLOFFNMVKPSA-UHFFFAOYSA-N,0,0,CHEMBL3335051
AChE,2107,COc1cc(C=Cc2ccc3ccccc3[n+]2C)cc(OC)c1O,CWDCAJCPFYCQET-UHFFFAOYSA-O,0,0,CHEMBL3425881
AChE,2108,c1ccc(CNC2CCN(Cc3ccccc3)CC2)cc1,ZZWIYXVNVZCOSL-UHFFFAOYSA-N,0,0,CHEMBL4453051
AChE,2109,COc1ccc2cc3[n+](cc2c1OCc1ccccc1Br)CCc1cc2c(cc1-3)OCO2,WYAFBHCEHCPITE-UHFFFAOYSA-N,0,0,CHEMBL4745801
AChE,2110,COc1ccc2cc3[n+](cc2c1OCc1ccc(C#N)cc1)CCc1cc2c(cc1-3)OCO2,HSRRXPTXNWLPHR-UHFFFAOYSA-N,0,0,CHEMBL4795843
AChE,2111,N=c1c2c([nH]c3c1C(c1ccccc1)c1ccc4cccnc4c1O3)CCCC2,KIKQXFWUWFWQLD-UHFFFAOYSA-N,0,0,CHEMBL4067497
AChE,2112,Oc1ccc(-c2nnc(N=c3nccc[nH]3)o2)cc1,HECIYRGCNLFBSR-UHFFFAOYSA-N,0,0,CHEMBL4779792
AChE,2113,Oc1ccc(CNC2CCN(Cc3ccccc3)C2)cc1,AGDPSYPPGBDUIX-UHFFFAOYSA-N,0,0,CHEMBL4764465
AChE,2114,COc1cccc2cc[n+](-c3ccccc3C#N)cc12,QLXMVKYELSPGTQ-UHFFFAOYSA-N,0,0,CHEMBL4785451
AChE,2115,Cc1ccccc1NC(=O)Oc1ccc2c(c1)C1(C)CCN(Cc3ccccc3)C1N2Cc1ccccc1,YSHGAURKQQQQLD-UHFFFAOYSA-N,0,0,CHEMBL292695
AChE,2116,N#Cc1ccccc1CN1CCC(C(=O)N=c2[nH]c(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3)s2)CC1,RQSSUVAKXUVOBX-UHFFFAOYSA-N,0,0,CHEMBL4547993
AChE,2117,C#CCNC1CCc2ccc(OC(=O)N(C)Cc3ccccc3)cc21,UJAUBYKRRBNBIA-UHFFFAOYSA-N,0,0,CHEMBL553599
AChE,2118,CC(C)(C)c1cc(C=CC(=O)NCCC2CCN(Cc3ccc(F)cc3F)CC2)cc(C(C)(C)C)c1O,SIBXURDGGQDAOC-UHFFFAOYSA-N,0,0,CHEMBL4291697
AChE,2119,COc1cccc2c1C=[N+](c1ccccc1I)CC2,ZCIHKXINHRCRBE-UHFFFAOYSA-N,0,0,CHEMBL3925400
AChE,2120,C#CCNC1CCc2ccc(OC(=O)N(C)C)cc21,HLSVSCQFGAPXKJ-UHFFFAOYSA-N,78,0,CHEMBL1788298
AChE,2121,C#CC(C)NC1CCc2ccc(SC(=O)N(C)C)cc21,YFDSCOBTZXZXEN-UHFFFAOYSA-N,0,0,CHEMBL148760
AChE,2122,COC(=O)c1cc2c(=N)c3c([nH]c2nc1C)CCCCCC3,MJNRKJNEVQCSGU-UHFFFAOYSA-N,0,0,CHEMBL1084517
AChE,2123,CCOC(=O)c1cc2c(=N)c3c([nH]c2nc1C)CCCCCC3,LQZDBOQHVFTGOE-UHFFFAOYSA-N,0,0,CHEMBL1084519
AChE,2124,CCCCCCCCC=CCCCCCCCC(=O)OCCCc1cc(OC)c2oc(-c3ccc4c(c3)OCO4)cc2c1,GVZWPCDBHBSBHJ-UHFFFAOYSA-N,0,0,CHEMBL1834808
AChE,2125,C[n+]1c(C=Cc2ccc(O)cc2)ccc2ccccc21,MHXPBDRJBLYRCN-UHFFFAOYSA-O,0,0,CHEMBL1303143
AChE,2126,C#CC(C)NC1CCc2ccc(OC(=O)N(C)C)cc21,YEXUALQIKTXJCT-UHFFFAOYSA-N,0,0,10789
AChE,2127,Cc1c(Cl)c(=O)oc2cc(OCCNC3CCN(Cc4ccccc4)CC3)ccc12,UUZIPHVUUZOBHC-UHFFFAOYSA-N,0,0,CHEMBL3764762
